Title,Company,Skills and Experience
Senior Fullstack Developer / Team Leader,CÔNG TY TNHH MENAS,"Your skills and experience 
 Tốt nghiệp Đại học/Cao đẳng chuyên ngành CNTT hoặc liên quan 
 Kinh nghiệm: 
 4 – 6 năm phát triển Web. 
 PHP Mastery: 
 Thành thạo 
 PHP 
 và có kinh nghiệm với các Framework ( 
 Laravel, CodeIgniter 
 ) hoặc CMS ( 
 Magento, WordPress 
 ). 
 Database: 
 Tối ưu hóa truy vấn và quản trị tốt 
 MySQL, PostgreSQL 
 hoặc MSSQL. 
 API & Integration: 
 Am hiểu kiến trúc 
 RESTful API 
 , có kinh nghiệm thiết kế và tích hợp hệ thống (System Integration).Có kinh nghiệm với framework: 
 Laravel, CodeIgniter, Wordpress, Magento 
 hoặc tương đương 
 Frontend: 
 Vững HTML, CSS, JavaScript (ES6+), jQuery, AJAX. 
 Version Control: 
 Thành thạo 
 Git 
 (Gitflow). 
 DevOps/CI-CD: 
 Có kinh nghiệm thiết lập/vận hành luồng 
 CI/CD 
 (Jenkins, Gitlab CI, Github Actions hoặc Docker/Kubernetes). 
 Điểm cộng (Plus): 
 Có kinh nghiệm với 
 Python (Flask, FastAPI) 
 hoặc từng làm 
 Team Lead/Mentoring 
 .Kỹ năng giải quyết vấn đề tốt 
 Kỹ năng giao tiếp và làm việc nhóm tốt 
 Có khả năng làm việc độc lập, đảm bảo deadline"
Full-Stack Developer (NodeJS/ReactJS/Angular),Mercatus,"Your skills and experience 
 • Have a minimum of 2 year of experience in 
 NodeJS, Angular/AngularJS, MS SQL (T-SQL). 
 Nice to have: 
 ReactJS 
 • Having experience in OOP, design patterns, and data structures 
 • Having experience in the e-commerce domain is a plus 
 • 
 Fluent English communication 
 • Having experience in the remote distributed team 
 • Having experience in a Scrum team"
Mid/Senior Fullstack Developer,Officience,"Your skills and experience 
 Experience 
 : 4-5 years in tech with exposure to global or international contexts 
 Tech Expertise 
 : 
 Backend: Java, Node.js, Python. Knowledge of .NET, PHP. 
 Frontend: React, Angular, or Vue. 
 Cloud & DevOps: AWS / Azure / GCP, Docker, Kubernetes, CI/CD pipelines. 
 AI-first, solution-driven, collaborative, and low-ego mindset. 
 Curious and always learning—up-to-date with modern tech stacks. 
 Calm under pressure, great with people, and strong on delivery. 
 Good English is a must."
Fullstack  NodeJs - 3 năm kinh nghiệm,IONAH,"Your skills and experience 
 At least 
 3 years 
 of experience with NestJS. 
 Ít nhất 3 năm kinh nghiệm với NestJS. 
 At least 
 3 years 
 of experience with Angular. 
 Ít nhất 3 năm kinh nghiệm với Angular. 
 At least 2 years of experience with MongoDB. 
 Ít nhất 2 năm kinh nghiệm với MongoDB. 
 Strong analytical, problem-solving abilities and testing mindset 
 Khả năng phân tích, giải quyết vấn đề và tư duy kiểm tra mạnh mẽ 
 Experience in working with ReactJS/AWS is a plus. 
 Kinh nghiệm làm việc với ReactJS/AWS là một lợi thế."
Full Stack Dev – Healthcare SaaS,AdvaHealth Solutions,"Your skills and experience 
 Required Skills 
 1. Strong experience with: 
 Java (version 17+, preferably Java 21/25) 
 Spring Boot 
 PostgreSQL 
 React 
 2. Solid understanding of: 
 RESTful API design and integration 
 System architecture and data flow across frontend and backend 
 Web security principles (authentication, authorization, XSS, CSRF, etc.) 
 Performance optimization across both frontend and backend 
 3. Strong problem-solving skills and ability to work across multiple layers of the system 
 4. Can communicate in English 
 Nice to Have 
 Cloud & Infrastructure: 
 Experience with AWS (cloud services, deployment, and scaling) 
 Frontend Ecosystem 
 Experience with Vite (modern build tools) 
 Experience with Lexical (rich text editor frameworks) 
 Experience with React Table or similar data grid libraries 
 Healthcare / Imaging Domain 
 Familiarity with DICOM standard 
 Experience with dcm4che (DICOM toolkit) 
 Preferred Candidate Profile 
 A minimum of 
 3 years of full-stack 
 development experience, primarily working with 
 Java and React. 
 Strong ownership mindset with the ability to deliver features end-to-end 
 Comfortable working across both frontend and backend 
 Product-oriented thinking with attention to user experience and system reliability 
 Ability to work in a fast-paced, collaborative environment"
"Fullstack Developer (JavaScript, TypeScript, NodeJS)",Deutschfuns.com - Vui học tiếng Đức cùng AI,"Your skills and experience 
 ● Có kinh nghiệm: 
 Node.js + JavaScript 
 , 
 React Native/Astro 
 , API integration. 
 ● Có 
 2–3 năm kinh nghiệm 
 ở vị trí full-stack. 
 ● Hiểu về 
 microservices architecture 
 . 
 ● Có kiến thức DevOps cơ bản ( 
 Docker, Git… 
 ). 
 ● Khả năng đọc hiểu tài liệu kỹ thuật tiếng Anh. 
 ● Ưu tiên ứng viên có kinh nghiệm 
 AI/EdTech 
 hoặc từng làm việc với 
 LMS 
 ."
Solution Architect (Java/Golang),ITviec Recruitment Consulting,"Your skills and experience 
 Technical Qualifications 
 Bachelor’s degree in Computer Science, Information Technology, or a related field. 
 10+ years of experience in 
 software engineering or platform development 
 . 
 4+ years of experience in a 
 Solution Architect, or similar architecture leadership roles 
 . 
 Proficiency in developing and deploying applications in a 
 microservices architecture and event driven architectures, especially strong in Java 
 (Java, OOP, Kafka, Spring boot, etc.), with a focus on scalability, reliability, and performance optimization. 
 Expertise in enterprise architecture, 
 software design patterns, and API-driven architectures 
 . 
 Hands-on experience with 
 integration frameworks and legacy modernization approaches 
 in banking. 
 Experience working with 
 containerization technologies (Docker, Kubernetes) 
 . 
 Solid understanding of 
 CI/CD pipelines, DevOps practices, and modern engineering workflows 
 . 
 Excellent 
 problem-solving skills, attention to detail, and strong interpersonal skills 
 . 
 Strong ability to work in a fast-paced, high-impact environment and lead technical discussions. 
 Specific Qualifications 
 Experience working in 
 banking, fintech, or financial services technology environments 
 . 
 Strong understanding of core banking, 
 card, payment systems, or related financial systems 
 . 
 Knowledge of 
 financial industry security standards and regulatory frameworks 
 (e.g., PCI-DSS). 
 Hands‑on exposure to 
 AI‑assisted development tools 
 (GitHub Copilot, Claude Code, or similar). 
 Ability to write effective prompts and context for AI generation across 
 design, coding, testing, and documentation workflows 
 . 
 Ability to evaluate 
 AI-generated solutions, architecture suggestions, and generated code for correctness, security, and scalability 
 . 
 Nice-to-Have 
 Experience with 
 cloud platforms (AWS, Azure, or GCP) 
 . 
 Experience with 
 enterprise architecture frameworks 
 (e.g., TOGAF or similar). 
 Experience supporting 
 banking digital transformation or core system modernization initiatives 
 ."
Solution Architect in Thailand (Java/Golang),ITviec Recruitment Consulting,"Your skills and experience 
 Technical Qualifications 
 Bachelor’s degree in Computer Science, Information Technology, or a related field. 
 10+ years of experience in 
 software engineering or platform development 
 . 
 4+ years of experience in a 
 Solution Architect, or similar architecture leadership roles 
 . 
 Proficiency in developing and deploying applications in a 
 microservices architecture and event driven architectures, especially strong in Java 
 (Java, OOP, Kafka, Spring boot, etc.), with a focus on scalability, reliability, and performance optimization. 
 Expertise in enterprise architecture, 
 software design patterns, and API-driven architectures 
 . 
 Hands-on experience with 
 integration frameworks and legacy modernization approaches 
 in banking. 
 Experience working with 
 containerization technologies (Docker, Kubernetes) 
 . 
 Solid understanding of 
 CI/CD pipelines, DevOps practices, and modern engineering workflows 
 . 
 Excellent 
 problem-solving skills, attention to detail, and strong interpersonal skills 
 . 
 Strong ability to work in a fast-paced, high-impact environment and lead technical discussions. 
 Specific Qualifications 
 Experience working in 
 banking, fintech, or financial services technology environments 
 . 
 Strong understanding of core banking, 
 card, payment systems, or related financial systems 
 . 
 Knowledge of 
 financial industry security standards and regulatory frameworks 
 (e.g., PCI-DSS). 
 Hands‑on exposure to 
 AI‑assisted development tools 
 (GitHub Copilot, Claude Code, or similar). 
 Ability to write effective prompts and context for AI generation across 
 design, coding, testing, and documentation workflows 
 . 
 Ability to evaluate 
 AI-generated solutions, architecture suggestions, and generated code for correctness, security, and scalability 
 . 
 Nice-to-Have 
 Experience with 
 cloud platforms (AWS, Azure, or GCP) 
 . 
 Experience with 
 enterprise architecture frameworks 
 (e.g., TOGAF or similar). 
 Experience supporting 
 banking digital transformation or core system modernization initiatives 
 ."
Senior Android Developer (Java/Kotlin),VietUnion (Payoo),"Your skills and experience 
 At least 3 years of experience in Android application development (Java/Kotlin). 
 Strong understanding of Android application architecture (MVVM, MVI, etc.) 
 Hands-on experience with Jetpack Compose and/or large-scale View-based UI systems. 
 Deep understanding of UI/UX best practices for Android. 
 Experience with CI/CD practices, test automation, and performance profiling. 
 Knowledge of privacy and security best practices in Android application development. 
 Ensure high-quality work by monitoring individual and team performance and addressing any issues through appropriate guidance and mentoring."
"Senior QC Engineer (Tester/QA QC) - Up to $1,000",Ambition Vietnam,"Your skills and experience 
 - MUST HAVE 
 • 3 years more experience in testing web, app, mobile, … 
 • Good experience in MANUAL testing for web-based and mobile (iOS, Android) applications 
 • Experience using AI-assisted tools (e.g. Cursor, Claude, or similar) to support test design, automation development, debugging, and productivity improvement. 
 • Prepare test plan, test cases and perform testing manually or automated. 
 • Able to bear good pressure if the project requirements are urgent 
 • Ability to quickly grasp new technology, new techniques 
 • Clear understanding in software testing. 
 • Good problem-solving skills and teamwork skills. 
 • Careful, meticulous, industrious, agile. 
 • Proactive, creative, enthusiastic, responsible at work, have good logical thinking. 
 • Ability to communicate to collect or clarify all project requirements. 
 - NICE TO HAVE 
 Good knowledge in Load/Performance testing, API testing, SQL database is a plus 
 English or Japanese: Reading document/ Communication 
 Positive thinking and have a progressive spirit"
